Model,Algorithm,Member,Accuracy (%),F1 Score (%),Precision (%),Recall (%),ROC-AUC (%),Threshold,Class Weights,Iterations,Best Iteration,Train Samples,Test Samples,Features Used,Timestamp
CatBoost,CatBoost Classifier (Yandex),Member 4,83.67,51.02,49.02,53.19,80.83,0.5,"{0:1, 1:3}",1000,5,1176,294,30,2026-04-02 02:25:52
